# Loss,rewards
2.193721532821655273e-01,9.467961636352453247e-01
1.903041005134582520e-01,8.482749406162675143e-01
3.088342845439910889e-01,9.510759866929515693e-01
2.392869442701339722e-01,9.646135730075765524e-01
3.067725300788879395e-01,9.663963004234942256e-01
2.673422992229461670e-01,3.333333333333336063e-02
2.440892755985260010e-01,9.157750342935528920e-01
2.087744176387786865e-01,9.310211293445557201e-01
2.701386213302612305e-01,9.330288455652637758e-01
2.436033636331558228e-01,9.332932361786904218e-01
3.122740983963012695e-01,9.333280530495944305e-01
1.445133537054061890e-01,9.333326379873265743e-01
2.589312195777893066e-01,9.333332417651348800e-01
2.790910005569458008e-01,0.000000000000000000e+00
3.323274552822113037e-01,8.327113850086175217e-01
3.520196080207824707e-01,8.660005399738949228e-01
3.010380268096923828e-01,7.508899957293784233e-01
3.539642095565795898e-01,7.356455309617208060e-01
3.593606948852539062e-01,8.494128553824130679e-01
3.699388802051544189e-01,8.643945598325188939e-01
2.988872826099395752e-01,7.505924248887833050e-01
3.469194769859313965e-01,7.356061355134748680e-01
2.835459709167480469e-01,7.336326323858622933e-01
2.571994960308074951e-01,7.333727472003329639e-01
1.826916933059692383e-01,7.000000000000000666e-01
3.401677608489990234e-01,7.000000000000000666e-01
2.763486504554748535e-01,7.000000766998414337e-01
3.201012611389160156e-01,7.333333333333333925e-01
3.068860173225402832e-01,7.333333333333333925e-01
2.365382760763168335e-01,7.333333333333333925e-01
2.661763131618499756e-01,7.333333333333333925e-01
2.644003927707672119e-01,7.333333333366985896e-01
2.771669030189514160e-01,8.491083676273550873e-01
2.799469828605651855e-01,8.643544626779507967e-01
3.185288906097412109e-01,9.821372131921580761e-01
3.362104892730712891e-01,8.818726645630277083e-01
2.540441155433654785e-01,6.666666666666665186e-02
3.563303649425506592e-01,9.491083676268861069e-01
1.955995559692382812e-01,9.643544626778890461e-01
2.437591254711151123e-01,9.325581311316719635e-01
2.345827519893646240e-01,9.332931249805662688e-01
2.922976016998291016e-01,1.066603303246769913e-01
3.520470857620239258e-01,9.824417009602194328e-01
3.371524810791015625e-01,9.976877960112222610e-01
1.757271736860275269e-01,9.996955122319305387e-01
2.721732258796691895e-01,9.999599028453571847e-01
2.727228403091430664e-01,9.999947197162611934e-01
2.523129582405090332e-01,9.999993046539931152e-01
3.013786673545837402e-01,8.842248741382489063e-01
2.749315500259399414e-01,6.666666666666665186e-02
3.697311282157897949e-01,8.327113850086175217e-01
2.839597463607788086e-01,8.333325585628742482e-01
2.839182913303375244e-01,6.666666666666665186e-02
2.674792408943176270e-01,6.842249657064471968e-01
2.576662003993988037e-01,7.014220383896550004e-01
2.909899353981018066e-01,7.333333333333333925e-01
3.223500847816467285e-01,7.000000000000000666e-01
2.721641659736633301e-01,7.333333333333333925e-01
2.485289275646209717e-01,7.333333333333333925e-01
3.201092481613159180e-01,7.333334130824739061e-01
1.143830269575119019e-01,7.333333453459415230e-01
3.025565743446350098e-01,7.333333349210887642e-01
3.601700067520141602e-01,7.333333335424430111e-01
4.908431172370910645e-01,7.333333333608704763e-01
3.866325616836547852e-01,7.333333333369597140e-01
2.702081203460693359e-01,7.333333333338108995e-01
2.666538357734680176e-01,7.333333333333963422e-01
3.656873703002929688e-01,7.333333333333414972e-01
2.189133763313293457e-01,7.333333333333343917e-01
2.598871886730194092e-01,7.333333333333333925e-01
2.533290386199951172e-01,7.333333333333333925e-01
3.053314685821533203e-01,7.333333333333333925e-01
2.670543789863586426e-01,7.333333333333333925e-01
2.986707389354705811e-01,7.333333333333333925e-01
2.433554679155349731e-01,8.491083676268861291e-01
2.537047266960144043e-01,9.801294969714419159e-01
2.905965149402618408e-01,9.973833082431529107e-01
3.437447547912597656e-01,3.333333333333336063e-02
1.285049468278884888e-01,9.157750342935528920e-01
2.295574545860290527e-01,9.310211293445557201e-01
3.264187872409820557e-01,9.330288455652637758e-01
2.790479958057403564e-01,8.175182018851376853e-01
1.639311760663986206e-01,8.350064904659975085e-01
2.380252778530120850e-01,1.330568853950779007e-01
3.464018702507019043e-01,9.491083676268861069e-01
2.525839805603027344e-01,9.643544626778890461e-01
2.157117724418640137e-01,1.396346146783166431e-01
3.718504011631011963e-01,8.327113850086175217e-01
2.435747087001800537e-01,7.994206396384210267e-01
2.645046114921569824e-01,7.999992725377128577e-01
3.454184234142303467e-01,7.999999992673099136e-01
3.505133986473083496e-01,7.999999999992816191e-01
3.719271123409271240e-01,7.999999999999993783e-01
